county_name,crime rate per 100000,Murder rate per 100000,Rape rate per 100000,Robbery rate per 100000,Aggrevated Assault rate per 100000,Burglery rate per 100000,Larceny rate per 100000,Motor Vehicle Theft rate per 100000,Arson rate per 100000
"Lewis County, TN",334.420199,0,25.08151492,33.4420199,275.8966642,434.7462587,1922.916144,167.2100995,25.08151492
"Sutter County, CA",333.508128,5.24383849,27.26796015,47.19454641,253.8017829,794.965915,1873.099109,302.045097,15.73151547
"Seward County, KS",333.4758444,0,55.5793074,29.92731937,247.9692176,696.8790081,1808.465156,89.7819581,0
"Sevier County, TN",333.4402052,1.068718606,32.06155819,47.02361868,253.2863097,1457.732179,2702.789356,220.1560329,8.549748851
"Berkshire County, MA",333.371918,0,51.70351507,42.44318401,239.9969132,687.579581,1454.64367,71.76756569,12.34710808
"Clay County, MS",333.2026656,19.6001568,39.2003136,39.2003136,235.2018816,720.3057624,1298.510388,14.7001176,0
"Washington County, CO",333.1251301,0,62.4609619,0,270.6641682,312.3048095,1186.758276,104.1016032,20.82032063
"Hamilton County, IA",333.0721003,0,0,19.59247649,313.4796238,457.1577847,1142.894462,130.6165099,13.06165099
"Houston County, GA",331.8479188,5.417925206,20.99446017,112.421948,193.0135854,773.4088231,2843.056252,142.8977773,12.19033171
"Berks County, PA",331.7848429,5.078339431,22.7316146,116.3181555,187.6567333,595.3748419,1464.980013,192.7350727,10.88215592
"Russell County, KS",331.7467186,0,14.42377037,0,317.3229482,576.9508149,1254.868023,187.5090149,14.42377037
"Lucas County, IA",331.5801509,0,34.30139492,11.43379831,285.8449577,674.5941002,1669.334553,285.8449577,45.73519323
"Cabell County, WV",331.5042262,2.059032461,31.91500314,146.1913047,151.3388859,1327.046421,3242.976126,208.9917948,70.00710366
"Seminole County, FL",331.3908554,3.898715946,19.72291596,81.87303488,225.8961887,568.2951833,1651.220871,115.585461,3.898715946
"Aiken County, SC",331.3517201,7.918331547,32.28242861,65.78306208,225.3678979,985.5277263,2645.940941,347.7974856,3.65461456
"Crawford County, KS",330.9740822,2.545954478,61.10290748,25.45954478,244.4116299,944.5491115,3396.303274,185.8546769,48.37313509
"Ashland County, WI",330.9190809,0,6.243756244,12.48751249,312.1878122,487.012987,2566.183816,87.41258741,6.243756244
"Appanoose County, IA",330.9171131,0,47.27387331,0,283.6432398,1110.936023,1717.617397,181.2165143,86.66876773
"Manassas city, VA",330.8955761,7.193382088,19.18235224,122.2874955,182.2323462,266.1551373,1786.356552,115.0941134,16.78455821
"Albany County, NY",330.6781345,1.628956328,22.47959732,103.6016224,202.9679584,487.7095245,2348.955025,86.33468537,6.190034045
"Matagorda County, TX",330.6733712,2.732837779,30.06121557,51.9239178,245.9554001,792.5229558,2104.28509,62.85526891,13.66418889
"Indiana County, PA",330.5031626,5.698330389,33.05031626,18.23465725,273.5198587,353.2964841,1128.269417,60.40230213,11.39666078
"Montgomery County, IL",330.4781817,0,16.86113172,10.11667903,303.5003709,343.9670871,1308.423821,53.9556215,13.48890538
"Minnehaha County, SD",329.5479849,1.113337787,77.37697617,33.4001336,217.6575373,480.405255,2001.224672,150.8572701,30.06012024
"Webster Parish, LA",329.4163922,2.458331285,27.04164413,31.9583067,267.95811,376.1246866,862.8742809,78.66660111,2.458331285
"Marion County, AR",328.6670724,0,36.5185636,6.086427267,286.0620816,712.1119903,1156.421181,36.5185636,6.086427267
"Lamar County, GA",328.5260872,16.7047163,44.54591013,38.97767136,228.2977894,439.8908625,2138.203686,189.320118,22.27295506
"Gordon County, GA",328.2099109,7.173987123,17.93496781,19.72846459,283.3724913,618.7563893,1990.781427,112.9902972,1.793496781
"Blaine County, ID",328.1916639,4.688452342,18.75380937,0,304.7494022,285.9955929,534.483567,112.5228562,9.376904684
"San Luis Obispo County, CA",327.7348314,2.170429347,24.95993749,28.21558151,272.3888831,567.205536,1543.175266,151.2065778,31.47122553
"Nacogdoches County, TX",327.567733,1.530690341,36.73656819,45.92071024,243.3797643,658.1968468,2078.677484,102.5562529,7.653451707
"Talladega County, AL",326.7732071,3.699319325,30.82766104,48.09115123,244.1550755,1267.633422,2789.286771,228.1246917,9.864851534
"Duplin County, NC",326.2099727,14.97902936,24.96504893,39.94407829,246.3218161,1053.525065,1341.455296,106.5175421,19.97203915
"Webster County, WV",326.0991791,33.73439784,0,11.24479928,281.119982,292.3647813,326.0991791,44.97919712,0
"Yadkin County, NC",325.9897997,5.257899995,15.77369998,15.77369998,289.1844997,988.485199,1451.180399,92.01324991,15.77369998
"Washington County, AL",325.8873022,11.85044735,17.77567103,17.77567103,272.5602892,402.91521,865.0826569,136.2801446,35.55134206
"West Baton Rouge Parish, LA",325.5605746,16.27802873,8.139014365,28.48655028,272.6569812,293.0045172,2299.271558,138.3632442,4.069507183
"Lincoln Parish, LA",324.7985827,6.327245117,25.30898047,61.16336947,231.9989876,797.2328848,1874.973636,48.50887923,0
"Union County, TN",324.5733431,10.47010784,36.64537745,47.11548529,230.3423725,1240.707779,2109.72673,246.0475343,68.05570097
"Tama County, IA",324.3058716,0,11.37915339,0,312.9267183,256.0309513,358.4433318,51.20619026,96.72280382
"Citrus County, FL",323.8290814,3.590122854,18.66863884,40.92740054,260.6429192,529.1841087,1415.226429,92.62516963,11.48839313
"Lake County, FL",323.6655694,2.597115903,21.10156671,42.20313342,257.7637534,650.2528942,1601.771233,121.7398079,8.115987196
"Wood County, WV",323.4414167,1.155147917,32.34414167,40.43017708,249.51195,715.0365604,2167.057492,125.9111229,33.49928958
"Lake County, TN",323.3734316,0,0,25.86987453,297.5035571,362.1782434,724.3564869,51.73974906,51.73974906
"Wilson County, TN",323.0964779,3.280167289,13.94071098,36.08184017,269.7937595,466.6037968,1521.17758,131.2066915,4.100209111
"Valley County, ID",322.7149698,0,93.69144285,0,229.023527,489.2775349,1571.934208,62.4609619,10.41016032
"Craighead County, AR",322.205581,3.941352672,28.57480687,80.79772978,208.8916916,1366.664039,2251.497714,108.3871985,17.73608703
"Pierce County, GA",322.1037068,0,21.12155455,84.48621819,216.4959341,755.095575,1151.124723,68.64505228,0
"Stillwater County, MT",321.9575016,0,42.92766688,10.73191672,268.297918,579.5235029,665.3788367,64.39150032,10.73191672
"Salt Lake County, UT",321.9350184,2.500646,45.10424452,71.59256882,202.6449425,609.787158,3258.897437,391.3974073,11.85491437
"Sabine Parish, LA",321.8485661,0,12.378791,24.75758201,284.7121931,301.2172478,1947.596451,16.50505467,0
"Howell County, MO",321.8379422,2.475676479,14.85405887,9.902705914,294.605501,772.4110613,2658.876538,160.9189711,9.902705914
"Shelby County, TX",321.8052109,19.38585608,38.77171216,69.78908189,193.8585608,655.2419355,1446.184864,131.8238213,11.63151365
"Logan County, KS",321.6583274,0,0,0,321.6583274,285.9185132,536.0972123,35.73981415,0
"Putnam County, WV",321.270962,1.765225066,14.12180053,15.8870256,289.4969109,277.1403354,1156.222418,54.72197705,1.765225066
"McDowell County, WV",320.9427093,0,28.74113815,23.95094846,268.2506227,435.9072619,819.1224372,502.9699176,14.37056907
"Ripley County, MO",320.695553,0,7.126567845,7.126567845,306.4424173,677.0239453,2572.690992,121.1516534,14.25313569
"Dodge County, GA",320.4373027,0,23.56156637,18.8492531,278.0264832,994.2981009,3364.591678,94.24626549,0
"Swain County, NC",320.1024328,7.113387395,28.45354958,7.113387395,277.4221084,853.6064874,1387.110542,71.13387395,0
"McLean County, IL",320.0742068,0.572583554,41.79859946,48.09701856,229.6060053,440.8893368,1599.225867,50.95993633,14.31458886
"Waynesboro city, VA",319.804355,0,51.73305742,42.32704698,225.7442506,413.8644594,2929.972252,183.4172036,4.70300522
"Yavapai County, AZ",319.8021689,5.577944806,20.45246429,21.84695049,271.4599806,438.333496,1480.944346,102.7271502,19.52280682
"San Augustine County, TX",319.3066484,0,11.40380887,34.21142662,273.6914129,410.5371194,900.9009009,148.2495153,11.40380887
"Beaver County, PA",319.1958381,3.527025835,21.16215501,49.3783617,245.1282956,371.513388,1791.729124,75.83105546,8.229726949
"Pasco County, FL",319.0312554,2.523648691,22.50253416,63.93243351,230.072639,756.4636952,1880.749187,138.1697658,19.13766924
"Licking County, OH",318.9309577,0,51.67037862,39.19821826,228.0623608,645.5827765,2148.775056,89.68077209,32.66518189
"Lowndes County, GA",318.8210705,4.428070424,38.96701973,85.90456623,189.5214141,797.9382904,2074.108187,98.30316341,11.5129831
"Lee County, TX",318.7394756,0,30.06976185,18.04185711,270.6278566,547.2696656,1359.153236,72.16742843,0
"Suffolk city, VA",318.4490482,2.33296006,34.9944009,60.65696155,220.4647256,416.4333707,2126.493094,110.8156028,23.3296006
"Doniphan County, KS",318.4307732,0,25.47446185,0,292.9563113,585.9126226,713.2849319,165.584002,25.47446185
"Ford County, IL",318.1029497,0,79.52573742,7.229612493,231.3475998,462.6951995,882.0127241,21.68883748,0
"Geneva County, AL",318.0304561,0,26.19074344,18.70767389,273.1320388,606.128634,1474.164702,127.2121824,33.673813
"Edgar County, IL",317.3719376,0,22.27171492,16.70378619,278.3964365,489.9777283,857.4610245,66.81514477,11.13585746
"Franklin County, MA",317.3221381,1.404080257,26.67752489,36.50608669,252.7344463,679.5748445,1030.594909,39.3142472,9.828561801
"Mesa County, CO",317.1720184,3.38858994,73.1935427,29.81959147,210.7702943,388.3324071,2342.193366,177.5621129,23.72012958
"Jackson County, OR",316.9579707,1.91805126,36.44297394,39.32005083,239.2768947,493.4186866,3112.517682,152.0055623,34.04540986
"Sarasota County, FL",316.8309731,4.354184756,18.18512457,73.76501233,220.5266515,702.0482597,2023.671397,96.81657869,6.659341391
"Hidalgo County, TX",316.7907686,3.67648861,24.75502331,58.08852004,230.2707366,792.2832955,2773.420458,174.1430105,20.95598508
"Lee County, GA",316.4665818,3.43985415,3.43985415,17.19927075,292.3876028,515.9781225,1558.25393,92.87606205,6.8797083
"Crawford County, AR",316.3530175,1.622323167,38.935756,12.97858533,262.816353,739.779364,1719.662557,113.5626217,1.622323167
"Jackson County, MI",316.1458885,4.364933372,41.77864799,44.27289563,225.7294115,450.8352612,1421.721156,99.14634374,27.43672406
"Franklin County, AR",316.0696462,11.09016303,38.81557059,11.09016303,255.0737496,548.9630698,1591.438394,133.0819563,16.63524454
"Troup County, GA",315.6995351,7.240815026,21.72244508,110.0603884,176.6758866,1022.403082,2802.195415,172.3313976,10.13714104
"Pawnee County, KS",315.5931717,0,71.72572084,0,243.8674509,688.5669201,1348.443552,86.07086501,14.34514417
"Marshall County, SD",314.9275667,0,125.9710267,0,188.95654,230.9468822,503.8841067,104.9758556,0
"Danville city, VA",314.6339758,6.991866129,32.6287086,125.8535903,149.1598108,988.1837462,3456.31249,104.8779919,34.95933065
"Chariton County, MO",314.6303094,0,13.10959622,0,301.5207132,367.0686943,655.4798112,39.32878867,39.32878867
"Faulkner County, AR",314.4338518,3.345040977,51.84813514,66.90081954,192.3398562,889.7808998,2360.762669,190.6673357,12.54390366
"Little River County, AR",314.2183818,0,62.84367636,7.855459544,243.5192459,479.1830322,1296.150825,39.27729772,23.56637863
"Ozark County, MO",313.8075314,10.46025105,20.92050209,20.92050209,261.5062762,857.7405858,575.3138075,20.92050209,10.46025105
"Harmon County, OK",313.6981527,34.8553503,0,69.71070059,209.1321018,1185.08191,1951.899617,104.5660509,0
"Cherokee County, SC",313.1430616,5.368166771,25.05144493,35.78777847,246.9356715,604.8134562,1045.003131,173.5707256,5.368166771
"Rowan County, NC",313.0354316,2.168836708,18.79658481,93.25997846,199.5329772,944.1669137,2012.680465,150.3726784,14.45891139
"Polk County, IA",312.8341713,1.771177191,32.54538088,61.99120168,216.5264116,754.9642776,2385.554279,218.7403831,17.49037476
"Mono County, CA",312.6332244,0,28.42120222,63.94770499,220.2643172,611.0558477,1207.901094,14.21060111,7.105300554
"Chowan County, NC",312.3726742,0,0,101.8606546,210.5120196,937.1180225,1534.70053,108.6513649,27.16284123
"Lonoke County, AR",312.3542465,0,39.57429367,25.44061736,245.9259678,1221.149633,1618.305938,171.0174834,21.20051447
"Quay County, NM",311.7063034,0,23.08935581,46.17871161,242.438236,1443.084738,1662.433618,115.446779,0
"St. Joseph County, MI",311.6593399,0,100.0590512,11.48218621,200.1181025,419.9199528,1399.186405,85.2962404,11.48218621
"Catawba County, NC",311.349396,8.397390349,21.96240553,76.86841935,204.1211808,1004.457076,2620.631742,188.6183063,23.25431174
"Adair County, OK",310.8948364,4.505722267,31.54005587,4.505722267,270.343336,702.8926737,707.398396,90.11444535,31.54005587
"Grant County, AR",310.7830623,5.549697541,16.64909262,16.64909262,271.9351795,760.3085632,1215.383762,122.0933459,22.19879017
"Henry County, TN",310.4625893,3.104625893,24.83700714,37.25551071,245.2654455,909.6553865,2123.564111,96.24340267,0
"Garfield County, WA",310.2836879,0,44.32624113,0,265.9574468,709.2198582,1551.41844,88.65248227,44.32624113
"Marion County, TN",310.1430887,0,3.524353281,14.09741312,292.5213223,408.8249806,1339.254247,162.1202509,3.524353281
"Craven County, NC",310.0804869,2.87111562,22.96892496,58.37935094,225.8610954,1806.888763,2025.093551,138.7705883,8.613346859
"Gunnison County, CO",309.5376282,0,32.24350293,12.89740117,264.3967241,225.7045205,1676.662153,83.83310763,0
"Vanderburgh County, IN",309.2647107,4.410191954,30.87134368,109.7035248,164.2796503,624.0421614,2504.98903,232.6376256,41.89682356
"Howard County, AR",309.2555776,0,44.17936824,14.72645608,257.7129814,883.5873647,2186.878728,29.45291216,0
"Hardy County, WV",308.908046,0,21.55172414,0,287.3563218,229.8850575,387.9310345,64.65517241,14.36781609
"Kankakee County, IL",308.5979308,7.135212273,43.70317517,73.13592579,184.6236176,586.8712094,1957.723867,83.8387442,41.02747057
"Indian River County, FL",308.4637379,0.704255109,11.97233686,45.072327,250.7148189,599.3210981,1993.04196,71.83402116,0.704255109
"Somerset County, MD",308.3012979,11.41856659,34.25569977,34.25569977,228.3713318,559.5097629,1286.491836,34.25569977,15.22475545
"Bates County, MO",308.1570997,0,0,6.042296073,302.1148036,694.8640483,2030.21148,241.6918429,18.12688822
"Butte County, CA",307.98325,4.952947003,33.77009321,75.19474087,194.065469,864.0641182,1416.993111,267.0088703,27.91661038
"Mahnomen County, MN",307.3029646,0,54.22993492,0,253.0730296,650.7592191,1337.671728,72.3065799,0
"Stephens County, OK",307.2196621,6.678688306,42.29835927,42.29835927,215.9442552,981.7671809,2266.301565,155.8360605,8.904917741
"Wayne County, IL",307.0069829,0,18.05923429,6.019744763,282.9280039,523.7177944,1191.909463,24.07897905,12.03948953
"Stewart County, TN",306.8402934,7.483909594,7.483909594,22.45172878,269.4207454,456.5184853,703.4875019,97.29082473,29.93563838
"Jefferson County, GA",306.372549,0,6.12745098,104.1666667,196.0784314,741.4215686,1286.764706,79.65686275,0
"Kearny County, KS",305.8883508,0,50.98139179,0,254.906959,433.3418302,1121.590619,50.98139179,0
"Panola County, TX",305.823209,0,29.3255132,33.51487222,242.9828236,871.3866778,1830.749895,184.3317972,16.75743611
"Pecos County, TX",305.7909155,6.370644072,25.48257629,12.74128814,261.196407,471.4276613,1624.514238,12.74128814,6.370644072
"Hartford County, CT",305.5867265,3.785045064,14.36090627,128.3575576,159.0832176,477.9176018,1801.236151,224.8762068,15.58547968
"Woodbury County, IA",305.4929991,2.937432684,35.24919221,45.04063449,222.2657397,694.2132576,2770.978165,217.3700186,19.58288456
"Cowlitz County, WA",305.3210289,3.926958571,77.55743177,64.79481641,159.0418221,856.0769684,2691.9301,232.6722953,50.06872177
"Lafayette County, FL",305.1537071,11.30198915,11.30198915,11.30198915,271.2477396,316.4556962,429.4755877,11.30198915,11.30198915
"Riverside County, CA",304.8627551,3.315148002,14.04575864,102.4642455,185.0376029,833.3671391,1739.580294,400.9148064,10.51250879
"Sheridan County, NE",304.7038659,0,38.08798324,19.04399162,247.5718911,323.7478576,1294.99143,76.17596648,76.17596648
"Clearfield County, PA",304.2846232,0,45.5810974,14.78305861,243.9204671,400.3745042,1791.213935,52.9726267,23.40650947
"Jackson County, TN",303.8985847,0,0,17.36563341,286.5329513,720.6737866,1137.448988,147.607884,26.04845012
"Washington County, MS",303.896313,22.13814201,48.30140074,108.6781517,124.7786186,2499.597488,3407.261311,285.7832877,171.067461
"Adams County, IL",303.8879785,0,41.7101147,23.83435126,238.3435126,427.5286757,1863.548339,44.68940861,13.40682258
"Iron County, UT",303.548525,2.137665669,49.16631039,10.68832835,241.5562206,466.0111159,1778.537837,113.2962805,8.550662676
"Stark County, OH",303.3838352,3.462677662,33.56133734,155.2877751,111.072045,1004.975601,2010.750282,191.5127107,26.10326238
"St. Louis County, MO",303.3619454,3.794520712,15.37779446,73.09445161,211.0951786,543.6150199,1934.007293,195.8172399,12.28226441
"Cass County, TX",303.3200356,6.593913818,36.266526,26.37565527,234.0839405,982.4931588,1239.655798,135.1752333,3.296956909
"Broome County, NY",303.2389361,3.543693744,29.86827584,68.34266506,201.4843014,633.8149382,2476.029443,63.78648739,13.66853301
"Jefferson County, TN",303.1291368,5.755616522,23.02246609,49.88200986,224.4690444,765.4969975,1836.041671,130.4606412,9.592694204
"Hertford County, NC",302.8938644,16.37264132,20.46580165,61.39740494,204.6580165,920.961074,1432.606115,143.2606115,24.55896197
"Tyler County, TX",302.83265,4.658963846,41.93067462,4.658963846,251.5840477,605.6653,624.3011554,88.52031308,13.97689154
"Tippecanoe County, IN",302.4853752,0.555019037,34.96619934,48.28665623,218.6775006,572.7796463,2067.445913,152.6302352,8.880304594
"Bay County, MI",302.343867,0.936049124,64.58738955,38.37801408,198.4424143,424.0302531,1472.405272,83.30837202,14.04073686
"Kauai County, HI",302.1061112,0,41.71941535,31.64921165,228.7374842,991.1957648,2521.866728,217.2286799,14.38600529
"Richland Parish, LA",302.0568634,0,9.589106775,14.38366016,278.0840965,359.5915041,1769.1902,67.12374742,4.794553387
"Knox County, IL",301.4708706,3.840393256,38.40393256,26.88275279,232.343792,652.8668536,1981.64292,42.24432582,7.680786513
"Jack County, TX",301.4402144,0,66.9867143,0,234.4535001,435.413643,1105.280786,156.3023334,11.16445238
"Carroll County, GA",300.8321837,2.670108139,31.15126163,63.1925593,203.8182546,803.70255,2137.866584,144.1858395,7.120288372
"Midland County, TX",300.3934825,3.30102728,14.52452003,35.65109462,246.9168405,462.1438192,1801.040484,142.6043785,5.941849103
"Greene County, GA",300.2267018,6.127075547,0,24.50830219,269.5913241,612.7075547,2083.205686,67.39783102,0
"Carbon County, UT",300.1715266,42.88164666,52.41090147,4.764627406,200.1143511,1005.336383,2949.304364,166.7619592,19.05850962
"Walton County, GA",299.6944749,24.48865359,31.48541176,48.97730718,194.7431024,952.7252373,2004.571215,190.0785969,4.664505446
"Polk County, TN",299.5805872,23.96644697,5.991611744,11.98322349,257.639305,689.0353505,1258.238466,245.6560815,0
"Madison County, AR",299.3439908,0,57.32118973,0,242.0228011,305.7130119,490.4146233,44.58314757,19.10706324
"Sullivan County, PA",299.1654858,0,15.74555188,0,283.4199339,692.8042828,787.2775941,62.98220753,0
"Banks County, GA",298.6695629,0,10.86071138,5.430355688,282.3784958,591.90877,2324.192235,157.480315,0
"Maverick County, TX",298.5768433,5.363655868,7.151541157,7.151541157,278.9101051,915.3972681,1775.370092,75.09118215,1.787885289
"Clark County, OH",298.1632848,3.671961635,33.04765472,133.6594035,127.7842649,1287.389749,2723.126749,156.4255657,68.29848642
"Arapahoe County, CO",297.9886998,3.623964287,43.6522971,90.92855849,159.7838799,474.2451447,1941.62123,222.0501754,18.11982144
"Scott County, KS",297.9145978,0,59.58291956,0,238.3316783,317.775571,1191.658391,99.30486594,0
"Mitchell County, KS",297.8990279,0,47.03668862,0,250.8623393,235.1834431,705.5503293,47.03668862,15.67889621
"Jackson County, MS",296.9028124,3.55998576,52.68778925,73.33570666,167.3193307,1001.067996,2244.92702,229.9750801,13.52794589
"Lyon County, NV",296.758927,1.93960083,36.85241577,23.27520996,234.6917004,624.5514673,1413.969005,141.5908606,19.3960083
"Buena Vista County, IA",296.5916274,0,14.58647348,0,282.0051539,437.5942043,1055.088248,63.20805173,24.31078913
"Wakulla County, FL",296.563729,0,41.90574431,12.89407517,241.7639095,480.3043002,1653.665141,70.91741345,22.56463155
"Ochiltree County, TX",296.1317786,0,0,0,296.1317786,323.8941329,1017.952989,111.049417,37.01647233
"Wayne County, IN",296.0540851,10.31034127,75.1182007,81.00982428,129.6157189,902.8913143,1854.388523,210.6255431,60.38914174
"Cass County, ND",296.0160659,0.614141216,50.35957968,33.16362564,211.8787194,380.7675537,1727.57924,122.8282431,14.12524796
"Mineral County, WV",295.9861392,0,25.26710944,21.65752238,249.0615074,472.8559053,1035.951487,61.36298008,3.609587063
"Boone County, IA",295.8579882,3.79305113,45.51661356,7.586102261,238.9622212,462.7522379,887.5739645,22.75830678,11.37915339
"Kootenai County, ID",295.2899179,0.693168821,40.20379163,15.94288289,237.7569057,813.0870273,2146.050671,189.928257,25.64724639
"Hernando County, FL",295.2287593,1.146519454,26.36994743,40.7014406,227.0108518,716.0013988,1841.883502,95.16111465,4.012818087
"Marion County, IL",295.1685568,0,31.0703744,38.837968,225.2602144,756.045777,2444.202786,134.6382891,20.71358293
"Macon County, TN",295.1411832,0,8.810184573,0,286.3309986,246.6851681,656.3587507,114.5323995,4.405092287
"Sumner County, TN",294.869973,1.184216759,18.35535977,24.27644356,250.4618445,399.0810478,1377.836199,63.94770499,18.35535977
"Lawrence County, AL",294.7569,0,11.9093697,17.86405454,264.9834757,613.3325394,1077.797958,145.8897788,14.88671212
"Overton County, TN",294.4507361,4.530011325,13.59003398,9.06002265,267.2706682,539.0713477,756.5118913,58.89014723,22.65005663
"Washtenaw County, MI",294.4331527,1.693766938,44.88482385,53.07136405,194.7831978,660.2868112,1620.088076,124.4918699,23.99503162
"Mille Lacs County, MN",294.1973445,0,65.80730074,42.5811946,185.8088491,754.8484497,2291.642473,205.1639376,11.61305307
"Lake County, OR",294.1176471,0,51.15089514,0,242.9667519,89.5140665,179.028133,38.36317136,0
"Colorado County, TX",293.9475713,19.27525058,62.64456438,9.637625289,202.3901311,578.2575173,1228.797224,106.0138782,0
"Grant County, WA",293.8679553,5.441999173,51.15479222,52.24319206,185.0279719,987.1786499,2637.192799,312.3707525,26.12159603
"Carteret County, NC",293.7136511,5.845047783,43.83785837,29.22523892,214.805506,903.0598825,1978.548675,113.9784318,10.22883362
"Dooly County, GA",293.6241611,0,6.991051454,34.95525727,251.6778523,265.6599553,873.8814318,34.95525727,0
"Scott County, MS",293.5663,3.536943374,14.14777349,60.12803735,219.2904892,541.1523362,615.428147,95.49747109,24.75860361
"Surry County, NC",292.9500342,9.582477755,20.5338809,38.32991102,224.5037645,929.5003422,2006.844627,165.6399726,26.00958248
"Davison County, SD",292.5894163,0,95.84825708,15.13393533,181.6072239,312.7679968,1836.25082,121.0714826,15.13393533
"Lewis and Clark County, MT",292.3260583,4.59150877,59.68961401,22.95754385,205.0873917,313.7530993,1737.120818,99.48269001,16.83553216
"Perry County, TN",292.2861863,0,12.70809506,12.70809506,266.8699962,419.3671369,838.7342737,101.6647605,12.70809506
"Glades County, FL",292.2442863,0,22.48032971,7.493443237,262.2705133,539.5279131,831.7721993,82.42787561,0
"Jasper County, IL",291.9099249,0,10.42535446,0,281.4845705,281.4845705,750.6255213,72.97748123,10.42535446
"Fairfield County, CT",291.8383154,3.510996868,51.60101457,100.8613646,135.8649394,341.9498162,1231.402356,161.1866744,6.915599891
"Claiborne County, MS",291.7972549,21.61461148,54.03652869,54.03652869,162.1095861,1469.79358,972.6575165,226.9534205,43.22922295
"Missoula County, MT",291.5738728,0,37.56473208,38.45913047,215.5500103,418.5784432,2708.238304,131.4765623,16.09917089
"Union Parish, LA",290.905836,0,4.4754744,8.950948801,277.4794128,384.8907984,930.8986753,26.8528464,0
"Mitchell County, GA",290.7355175,0,13.01800824,52.07203298,225.6454762,516.3809937,1800.824474,125.8407464,0
"Macomb County, MI",290.7218207,0.467962689,36.50108977,51.24191448,202.5108538,420.1135044,1488.355333,225.9089883,14.97480606
"Terry County, TX",290.3554893,0,23.54233697,54.9321196,211.8810327,627.7956525,1082.947501,54.9321196,15.69489131
"Carbon County, MT",290.1353965,0,67.69825919,0,222.4371373,232.1083172,870.4061896,87.04061896,19.34235977
"Camp County, TX",290.018529,0,40.28035124,24.16821075,225.569967,853.9434464,1820.671876,56.39249174,32.224281
"Perry County, AR",289.9951667,0,38.66602223,9.666505558,241.662639,357.6607057,1227.646206,67.66553891,0
"Lake County, MI",289.8296153,0,96.60987177,0,193.2197435,1229.580186,1141.75303,26.34814685,17.56543123
"Deer Lodge County, MT",289.4200879,10.71926251,53.59631257,0,225.1045128,139.3504127,1747.23979,85.75410012,0
"Custer County, OK",289.3420022,3.404023556,40.84828267,10.21207067,234.8776254,469.7552507,1126.731797,139.5649658,3.404023556
"Franklin County, TN",289.3335603,9.725497824,31.60786793,12.15687228,235.8433222,539.7651292,1371.295193,94.82360378,12.15687228
"Grant County, KS",289.3081761,0,0,12.57861635,276.7295597,515.7232704,792.4528302,100.6289308,25.1572327
"Humboldt County, CA",289.2343839,1.487066241,28.99779171,96.65930569,162.0902203,840.1924264,2388.228384,377.7148253,35.68958979
"Jasper County, SC",289.1584363,33.79773931,52.57426114,93.88260919,108.9038267,754.8161779,2054.151489,232.8288708,30.04243494
"Polk County, AR",289.1306478,4.900519455,44.1046751,14.70155837,225.4238949,1048.711163,1764.187004,63.70675292,39.20415564
"Eureka County, NV",289.017341,0,96.33911368,0,192.6782274,674.3737958,626.2042389,96.33911368,0
"Clark County, WI",288.8920988,0,0,2.888920988,286.0031778,231.113679,511.3390149,52.00057778,11.55568395
"Orange County, NY",288.8772924,2.396217172,18.10475196,100.3748749,168.2676947,362.3612857,1828.579948,64.43161729,9.318622335
"Iredell County, NC",288.7239617,0.607839919,18.8430375,54.09775282,215.1753314,1002.935867,1976.087578,150.1364601,11.54895847
"Jerome County, ID",288.7092476,0,57.74184952,31.09176512,199.8756329,612.951941,826.1526161,93.27529537,26.65008439
"Mills County, IA",288.6680988,0,40.2792696,33.566058,214.8227712,959.9892589,1241.944146,255.1020408,26.8528464
"Jefferson County, MS",288.3733124,0,13.10787783,0,275.2654345,157.294534,393.236335,0,13.10787783
"Upshur County, TX",288.3361749,2.507271086,27.57998195,27.57998195,230.6689399,865.0085247,1544.478989,140.4071808,7.521813258
"Yellowstone County, MT",288.0087181,1.946004852,25.94673136,47.35278473,212.7631972,632.4515769,2708.838754,316.5501226,16.2167071
"Blaine County, MT",287.7044216,0,15.14233798,0,272.5620836,45.42701393,333.1314355,30.28467595,0
"Crawford County, MI",287.6869965,0,79.11392405,7.192174914,201.3808976,604.1426928,978.1357883,57.53739931,14.38434983
"Miller County, GA",286.5812542,0,16.85772084,16.85772084,252.8658125,455.1584626,1331.759946,185.4349292,16.85772084
"Kit Carson County, CO",286.176434,0,49.76981461,0,236.4066194,186.6368048,1045.166107,87.09717556,0
"Greene County, IL",286.1545234,0,7.337295473,0,278.817228,352.1901827,623.6701152,7.337295473,7.337295473
"Allen County, IN",285.3884423,6.611315266,28.92450429,129.1961192,120.6565036,635.7881514,2254.733977,142.6942212,17.63017404
"Richland County, MT",285.3575887,0,8.917424648,17.8348493,258.6053148,445.8712324,1364.365971,231.8530408,8.917424648
"Warren County, MO",284.8571169,0,15.1519743,12.12157944,257.5835631,515.1671263,1875.814419,87.88145095,15.1519743
"Hancock County, TN",284.4737236,0,29.94460249,0,254.5291211,703.6981584,1976.343764,119.7784099,14.97230124
"Elmore County, AL",284.2945786,4.944253541,28.42945786,54.38678895,196.5340783,821.9821512,1689.698648,105.0653878,17.30488739
"Chippewa County, MI",284.2671077,2.584246434,43.93218937,2.584246434,235.1664255,325.6150507,1193.921852,69.77465371,12.92123217
